raw,agestrat
106,60.0-69.11
106,70.0-89.11
107,40.0-49.11
107,50.0-59.11
107,60.0-69.11
107,70.0-89.11
108,24.0-39.11
108,50.0-59.11
108,60.0-69.11
108,70.0-89.11
109,40.0-49.11
109,50.0-59.11
109,60.0-69.11
109,70.0-89.11
110,24.0-39.11
110,50.0-59.11
110,60.0-69.11
110,70.0-89.11
111,40.0-49.11
111,50.0-59.11
111,60.0-69.11
111,70.0-89.11
112,40.0-49.11
112,50.0-59.11
112,60.0-69.11
112,70.0-89.11
113,40.0-49.11
113,50.0-59.11
113,60.0-69.11
113,70.0-89.11
114,40.0-49.11
114,50.0-59.11
114,60.0-69.11
114,70.0-89.11
115,40.0-49.11
115,50.0-59.11
115,60.0-69.11
115,70.0-89.11
116,40.0-49.11
116,50.0-59.11
116,60.0-69.11
116,70.0-89.11
117,24.0-39.11
117,40.0-49.11
117,50.0-59.11
117,60.0-69.11
117,70.0-89.11
118,40.0-49.11
118,50.0-59.11
118,60.0-69.11
118,70.0-89.11
119,24.0-39.11
119,40.0-49.11
119,50.0-59.11
119,60.0-69.11
119,70.0-89.11
120,40.0-49.11
120,50.0-59.11
120,60.0-69.11
120,70.0-89.11
121,24.0-39.11
121,40.0-49.11
121,50.0-59.11
121,60.0-69.11
121,70.0-89.11
122,40.0-49.11
122,50.0-59.11
122,60.0-69.11
122,70.0-89.11
123,24.0-39.11
123,40.0-49.11
123,50.0-59.11
123,60.0-69.11
123,70.0-89.11
124,40.0-49.11
124,50.0-59.11
124,60.0-69.11
124,70.0-89.11
125,24.0-39.11
125,40.0-49.11
125,50.0-59.11
125,60.0-69.11
125,70.0-89.11
126,40.0-49.11
126,50.0-59.11
126,60.0-69.11
126,70.0-89.11
127,40.0-49.11
127,50.0-59.11
127,60.0-69.11
127,70.0-89.11
128,40.0-49.11
128,50.0-59.11
128,60.0-69.11
128,70.0-89.11
129,40.0-49.11
129,50.0-59.11
129,60.0-69.11
129,70.0-89.11
130,24.0-39.11
130,40.0-49.11
130,50.0-59.11
130,60.0-69.11
130,70.0-89.11
131,40.0-49.11
131,50.0-59.11
131,60.0-69.11
131,70.0-89.11
132,24.0-39.11
132,40.0-49.11
132,50.0-59.11
132,60.0-69.11
132,70.0-89.11
133,40.0-49.11
133,50.0-59.11
133,60.0-69.11
133,70.0-89.11
134,24.0-39.11
134,40.0-49.11
134,50.0-59.11
134,60.0-69.11
134,70.0-89.11
135,40.0-49.11
135,50.0-59.11
135,60.0-69.11
135,70.0-89.11
136,40.0-49.11
136,50.0-59.11
136,60.0-69.11
136,70.0-89.11
137,24.0-39.11
137,40.0-49.11
137,50.0-59.11
137,60.0-69.11
137,70.0-89.11
138,40.0-49.11
138,50.0-59.11
138,60.0-69.11
138,70.0-89.11
139,24.0-39.11
139,40.0-49.11
139,50.0-59.11
139,60.0-69.11
139,70.0-89.11
140,40.0-49.11
140,50.0-59.11
140,60.0-69.11
140,70.0-89.11
141,40.0-49.11
141,50.0-59.11
141,60.0-69.11
141,70.0-89.11
142,24.0-39.11
142,40.0-49.11
142,50.0-59.11
142,60.0-69.11
142,70.0-89.11
143,40.0-49.11
143,50.0-59.11
143,60.0-69.11
143,70.0-89.11
144,24.0-39.11
144,40.0-49.11
144,50.0-59.11
144,60.0-69.11
144,70.0-89.11
145,40.0-49.11
145,50.0-59.11
145,60.0-69.11
145,70.0-89.11
146,24.0-39.11
146,40.0-49.11
146,50.0-59.11
146,60.0-69.11
146,70.0-89.11
147,40.0-49.11
147,50.0-59.11
147,60.0-69.11
147,70.0-89.11
148,40.0-49.11
148,50.0-59.11
148,60.0-69.11
148,70.0-89.11
149,24.0-39.11
149,40.0-49.11
149,50.0-59.11
149,60.0-69.11
149,70.0-89.11
150,40.0-49.11
150,50.0-59.11
150,60.0-69.11
150,70.0-89.11
151,24.0-39.11
151,40.0-49.11
151,50.0-59.11
151,60.0-69.11
151,70.0-89.11
152,40.0-49.11
152,50.0-59.11
152,60.0-69.11
152,70.0-89.11
153,24.0-39.11
153,40.0-49.11
153,50.0-59.11
153,60.0-69.11
153,70.0-89.11
154,40.0-49.11
154,50.0-59.11
154,60.0-69.11
154,70.0-89.11
155,24.0-39.11
155,40.0-49.11
155,50.0-59.11
155,60.0-69.11
155,70.0-89.11
156,40.0-49.11
156,50.0-59.11
156,60.0-69.11
156,70.0-89.11
157,24.0-39.11
157,40.0-49.11
157,50.0-59.11
157,60.0-69.11
157,70.0-89.11
158,40.0-49.11
158,50.0-59.11
158,60.0-69.11
158,70.0-89.11
159,24.0-39.11
159,40.0-49.11
159,50.0-59.11
159,60.0-69.11
159,70.0-89.11
160,40.0-49.11
160,50.0-59.11
160,60.0-69.11
160,70.0-89.11
161,24.0-39.11
161,40.0-49.11
161,50.0-59.11
161,60.0-69.11
161,70.0-89.11
162,40.0-49.11
162,50.0-59.11
162,60.0-69.11
162,70.0-89.11
163,24.0-39.11
163,40.0-49.11
163,50.0-59.11
163,60.0-69.11
163,70.0-89.11
164,40.0-49.11
164,50.0-59.11
164,60.0-69.11
164,70.0-89.11
165,40.0-49.11
165,50.0-59.11
165,60.0-69.11
165,70.0-89.11
166,24.0-39.11
166,40.0-49.11
166,50.0-59.11
166,60.0-69.11
166,70.0-89.11
167,40.0-49.11
167,50.0-59.11
167,60.0-69.11
167,70.0-89.11
168,24.0-39.11
168,40.0-49.11
168,50.0-59.11
168,60.0-69.11
168,70.0-89.11
169,40.0-49.11
169,50.0-59.11
169,60.0-69.11
169,70.0-89.11
170,40.0-49.11
170,50.0-59.11
170,60.0-69.11
170,70.0-89.11
171,24.0-39.11
171,40.0-49.11
171,50.0-59.11
171,60.0-69.11
171,70.0-89.11
172,40.0-49.11
172,50.0-59.11
172,60.0-69.11
172,70.0-89.11
173,40.0-49.11
173,50.0-59.11
173,60.0-69.11
173,70.0-89.11
174,24.0-39.11
174,40.0-49.11
174,50.0-59.11
174,60.0-69.11
174,70.0-89.11
175,40.0-49.11
175,50.0-59.11
175,60.0-69.11
175,70.0-89.11
176,24.0-39.11
176,40.0-49.11
176,50.0-59.11
176,60.0-69.11
176,70.0-89.11
177,24.0-39.11
177,40.0-49.11
177,50.0-59.11
177,60.0-69.11
177,70.0-89.11
178,40.0-49.11
178,50.0-59.11
178,60.0-69.11
178,70.0-89.11
179,24.0-39.11
179,40.0-49.11
179,50.0-59.11
179,60.0-69.11
179,70.0-89.11
180,24.0-39.11
180,40.0-49.11
180,50.0-59.11
180,60.0-69.11
180,70.0-89.11
181,40.0-49.11
181,50.0-59.11
181,60.0-69.11
181,70.0-89.11
182,40.0-49.11
182,50.0-59.11
182,60.0-69.11
182,70.0-89.11
183,24.0-39.11
183,40.0-49.11
183,50.0-59.11
183,60.0-69.11
183,70.0-89.11
184,40.0-49.11
184,50.0-59.11
184,60.0-69.11
184,70.0-89.11
185,40.0-49.11
185,50.0-59.11
185,60.0-69.11
185,70.0-89.11
186,24.0-39.11
186,40.0-49.11
186,50.0-59.11
186,60.0-69.11
186,70.0-89.11
187,40.0-49.11
187,50.0-59.11
187,60.0-69.11
187,70.0-89.11
188,40.0-49.11
188,50.0-59.11
188,60.0-69.11
188,70.0-89.11
189,40.0-49.11
189,50.0-59.11
189,60.0-69.11
189,70.0-89.11
190,24.0-39.11
190,40.0-49.11
190,50.0-59.11
190,60.0-69.11
190,70.0-89.11
191,40.0-49.11
191,50.0-59.11
191,60.0-69.11
191,70.0-89.11
192,40.0-49.11
192,50.0-59.11
192,60.0-69.11
192,70.0-89.11
193,24.0-39.11
193,40.0-49.11
193,50.0-59.11
193,60.0-69.11
193,70.0-89.11
194,24.0-39.11
194,40.0-49.11
194,50.0-59.11
194,60.0-69.11
194,70.0-89.11
195,40.0-49.11
195,50.0-59.11
195,60.0-69.11
195,70.0-89.11
196,40.0-49.11
196,50.0-59.11
196,60.0-69.11
196,70.0-89.11
197,24.0-39.11
197,40.0-49.11
197,50.0-59.11
197,60.0-69.11
197,70.0-89.11
198,24.0-39.11
198,40.0-49.11
198,50.0-59.11
198,60.0-69.11
198,70.0-89.11
199,40.0-49.11
199,50.0-59.11
199,60.0-69.11
199,70.0-89.11
200,40.0-49.11
200,50.0-59.11
200,60.0-69.11
201,24.0-39.11
201,40.0-49.11
201,50.0-59.11
201,60.0-69.11
202,24.0-39.11
202,40.0-49.11
202,50.0-59.11
202,60.0-69.11
203,40.0-49.11
203,50.0-59.11
203,60.0-69.11
204,40.0-49.11
204,50.0-59.11
204,60.0-69.11
205,40.0-49.11
205,50.0-59.11
205,60.0-69.11
206,24.0-39.11
206,40.0-49.11
206,50.0-59.11
206,60.0-69.11
207,40.0-49.11
207,50.0-59.11
207,60.0-69.11
208,40.0-49.11
208,50.0-59.11
208,60.0-69.11
209,40.0-49.11
209,50.0-59.11
209,60.0-69.11
210,24.0-39.11
210,40.0-49.11
210,50.0-59.11
210,60.0-69.11
211,24.0-39.11
211,40.0-49.11
211,50.0-59.11
211,60.0-69.11
212,40.0-49.11
212,50.0-59.11
212,60.0-69.11
213,40.0-49.11
213,50.0-59.11
213,60.0-69.11
214,40.0-49.11
214,50.0-59.11
214,60.0-69.11
215,24.0-39.11
215,40.0-49.11
215,50.0-59.11
215,60.0-69.11
216,24.0-39.11
216,40.0-49.11
216,50.0-59.11
217,40.0-49.11
217,50.0-59.11
218,40.0-49.11
218,50.0-59.11
219,40.0-49.11
219,50.0-59.11
220,24.0-39.11
220,40.0-49.11
220,50.0-59.11
221,24.0-39.11
221,40.0-49.11
221,50.0-59.11
222,40.0-49.11
222,50.0-59.11
223,40.0-49.11
223,50.0-59.11
224,40.0-49.11
224,50.0-59.11
225,40.0-49.11
225,50.0-59.11
226,24.0-39.11
226,40.0-49.11
227,40.0-49.11
228,40.0-49.11
229,40.0-49.11
230,40.0-49.11
231,40.0-49.11
232,24.0-39.11
