raw,6.0-6.3,6.4-6.7,6.8-6.11,7.0-7.3,7.4-7.7,7.8-7.11,8.0-8.5,8.6-8.11,9.0-9.5,9.6-9.11,10.0-10.5,10.6-10.11,11.0-11.5,11.6-11.11,12.0-12.5,12.6-12.11,13.0-13.11,14.0-14.11,15.0-16.11,17.0-18.11
1,102,95,89,83,78,73,67,61,55,50,45,40,40,40,40,40,40,40,40,40
2,105,98,91,86,80,76,70,64,58,53,49,44,40,40,40,40,40,40,40,40
3,107,100,94,88,83,78,73,67,61,57,52,48,44,40,40,40,40,40,40,40
4,109,102,96,91,85,81,75,70,64,60,55,51,47,44,41,40,40,40,40,40
5,112,105,99,93,88,83,78,72,67,62,58,54,51,47,44,41,40,40,40,40
6,114,107,101,95,90,86,80,75,69,65,61,57,53,50,47,44,40,40,40,40
7,116,109,103,98,93,88,83,77,72,67,63,59,56,53,50,47,43,40,40,40
8,118,112,105,100,95,90,85,79,74,70,66,62,58,55,52,50,46,42,40,40
9,121,114,108,102,97,92,87,82,76,72,68,64,61,58,55,52,49,44,40,40
10,123,116,110,104,99,95,89,84,79,74,70,66,63,60,57,54,51,47,41,40
11,125,118,112,106,101,97,92,86,81,76,72,69,65,62,59,57,53,49,44,40
12,127,120,114,109,104,99,94,88,83,79,74,71,67,64,61,59,55,51,46,40
13,129,122,116,111,106,101,96,90,85,81,77,73,70,66,64,61,57,53,48,42
14,130,124,118,113,108,103,98,92,87,83,79,75,72,69,66,63,60,55,50,45
15,130,127,120,115,110,105,100,94,89,85,81,77,74,71,68,65,62,58,52,47
16,130,129,123,117,112,107,102,96,91,87,83,79,76,73,70,67,64,60,54,49
17,130,130,125,119,114,109,104,99,94,89,85,81,78,75,72,69,66,62,56,51
18,130,130,127,121,116,111,106,101,96,91,87,83,80,77,74,71,68,64,58,53
19,130,130,129,123,118,114,108,103,98,93,89,85,82,79,76,74,70,66,61,55
20,130,130,130,125,120,116,110,105,100,95,91,87,84,81,78,76,72,68,63,57
21,130,130,130,127,122,118,112,107,102,97,93,90,86,83,80,78,74,70,65,59
22,130,130,130,129,124,120,115,109,104,99,95,92,88,85,82,80,76,72,67,62
23,130,130,130,130,126,122,117,111,106,101,97,94,90,87,85,82,79,74,69,64
24,130,130,130,130,129,124,119,113,108,104,100,96,93,90,87,84,81,77,72,66
25,130,130,130,130,130,126,121,115,110,106,102,98,95,92,89,86,83,79,74,69
26,130,130,130,130,130,128,123,117,112,108,104,100,97,94,91,89,85,81,77,72
27,130,130,130,130,130,130,125,120,115,110,106,103,99,96,94,91,88,84,79,75
28,130,130,130,130,130,130,127,122,117,112,108,105,102,99,96,94,90,87,82,78
29,130,130,130,130,130,130,130,124,119,115,111,107,104,101,99,96,93,89,85,81
30,130,130,130,130,130,130,130,126,121,117,113,110,107,104,101,99,96,92,88,85
31,130,130,130,130,130,130,130,129,124,119,116,112,109,106,104,102,99,95,92,89
32,130,130,130,130,130,130,130,130,126,122,118,115,112,109,107,105,102,99,96,94
33,130,130,130,130,130,130,130,130,129,124,121,117,115,112,110,108,105,102,100,98
34,130,130,130,130,130,130,130,130,130,127,123,120,117,115,113,111,108,106,104,103
35,130,130,130,130,130,130,130,130,130,130,126,123,120,118,116,114,112,110,109,107
36,130,130,130,130,130,130,130,130,130,130,129,126,124,121,120,118,116,115,113,110
37,130,130,130,130,130,130,130,130,130,130,130,129,127,125,123,122,121,119,118,113
38,130,130,130,130,130,130,130,130,130,130,130,130,130,129,127,126,125,124,121,116
39,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,128,125,118
40,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,128,120
41,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,122
42,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,124
43,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,125
44,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,127
